NAME,UNFIPS,GP,OAT_XH_A,OAT_XH_B,WHT_XH_A,WHT_XH_B,BAR_XH_A,BAR_XH_B,RYE_XH_A,RYE_XH_B,BWT_XH_A,BWT_XH_B,EMM_XH_A,EMM_XH_B,FLX_XH_A,FLX_XH_B,HAY_XH_A,HAY_XH_T,HAY_KS_A,HAY_KR_A,HAY_KL_A,HAY_KW_A,HAY_KT_A,HAY_KM_A,HAY_KA_A,HAY_KG_A,HAY_KG_T,CRN_AH_A,CRN_GH_A,CRN_GH_B,SRG_AS_A,SRG_KK_A,BEA_XH_A,BEA_XH_B,PEA_XH_A,PEA_XH_B,PNT_XH_A,PNT_XH_B,CRN_FC_A,CRN_FC_T,SRG_FH_A,SRG_FC_T,POT_XH_A,POT_XH_B,VEG_XH_A,COT_XH_A,COT_XH_C,BET_XH_A,BET_XH_T,FRM_XX_Q,FRM_XD_Q,FRM_XE_Q,FRM_NW_Q,FRM_LW_Q,FRM_XN_Q,FRM_SA_Q,FRM_SB_Q,FRM_SC_Q,FRM_SD_Q,FRM_SE_Q,FRM_SF_Q,FRM_SG_Q,FRM_SH_Q,FRM_SI_Q,FRM_SL_Q,ARE_XX_A,FML_XX_A,IML_XX_A,WOD_XX_A,UNL_XO_A,UNL_XX_A,FRM_OF_Q,FML_OF_A,IML_OF_A,FRM_OB_Q,FRM_OP_Q,FRM_ON_Q,FRM_MX_Q,FML_MX_A,IML_MX_A,FRM_TX_Q,FML_TX_A,IML_TX_A,FRM_TT_Q,FRM_TM_Q,FRM_TH_Q,FRM_TC_Q,FRM_TB_Q,FRM_TU_Q,FRM_TN_Q,FRM_IX_Q,FML_IX_A,DRA_EX_Q,DRA_ED_A,DRA_EX_A,DRA_EG_A,DRA_KE_A,DRA_WI_A,DRA_WJ_A,DRA_WK_A,DRA_WL_A,DRA_WM_A,DRA_WS_A,DRA_QA_A,DRA_QB_A,DRA_QC_A,DRA_QD_A,DRA_QE_A,DRA_QF_A,DRA_QG_A,DRA_QH_A,DRA_QJ_A,DRA_QK_A,DRA_QI_A,DRA_QL_A,PRP_XA_V,IMP_XX_V,PRP_OF_V,PRP_MX_V,PRP_TX_V,PRP_XX_V,FRT_RX_Q,FRT_XX_V,DRA_WT_M,DRA_IE_H,DRA_JE_G,DRA_WI_M,DRA_WK_M,HRS_XX_Q,MUL_XX_Q,CTL_XX_Q,CTL_HV_Q,CTL_MX_Q,SHP_XX_Q,SWN_XX_Q,CHK_XX_Q,MLK_XX_G,BUT_XX_P,CHS_XX_P,EGG_XX_D,WOL_XX_P,HRS_XN_Q,CTL_XN_Q,CTL_MN_Q,SHP_XN_Q,SWN_XN_Q,FML_XX_V,BLD_XX_V,STK_XX_V,CRO_XX_V,CER_XX_V,OGS_XX_V,HAY_XX_V,VEG_XX_V,FRU_XX_V,OFC_XX_V
LOGAN,40083,0,30887,781115,56297,693668,279,5179,407,2205,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,38625,47751,0,100,8046,2505,15201,961,600,177,700,28135,26561,497283,23296,13864,Not published for this unit,Not published for this unit,165,1021,84,1241,1574,1641,9432,11192,384,24765,561,26130,8347,Not published for this unit,Not published for this unit,2701,2580,121,1959,129,613,3,32,63,205,433,1316,283,336,26,4,479960,452053,249845,97789,104419,202208,1465,259154,138408,1174,291,275,16,2990,1726,1220,189909,109711,722,145,75,276,1,1,337,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,23348232,1190690,11031113,136980,8270053,19438146,23,5545,Not available,Not available,Not available,Not available,Not available,11090,3836,27109,3215,12329,1098,14516,160561,2204552,250924,97,607663,2773,538,1337,591,0,440,16387374,3050772,2719396,6058737,2917432,13815,866858,262026,421509,1577097
LOVE,40085,0,7188,221830,4325,59957,170,5804,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,9933,11138,1,0,96,3811,1392,2079,154,83,411,27194,27097,609928,2062,34,Not published for this unit,Not published for this unit,23,194,443,7482,97,165,2028,2646,222,16594,5,50396,16802,Not published for this unit,Not published for this unit,1702,1657,45,1606,9,87,0,7,26,351,601,492,126,65,24,10,317440,204600,110505,64514,29581,94095,649,103386,46265,500,149,48,10,4365,1570,1043,96849,62670,870,104,10,54,0,5,39,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,10925335,422051,4274811,163910,4586910,9025631,12,785,Not available,Not available,Not available,Not available,Not available,3725,3761,13337,1271,5562,893,10045,63351,361992,151536,0,178940,1415,62,493,97,0,196,7937576,1088055,1477653,4770942,1136366,19163,173792,173271,87771,3180579
MC CLAIN,40087,0,12649,417895,11439,175584,262,6841,259,2424,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,23010,32556,0,23,3473,3927,1516,1075,118,38,180,46987,46811,1332666,14225,1561,Not published for this unit,Not published for this unit,28,251,296,4262,176,206,12664,16179,154,17011,50,45563,16059,Not published for this unit,Not published for this unit,2316,2265,51,2217,13,86,1,11,34,304,703,844,282,107,20,10,359680,295499,194399,13618,87482,101100,991,139477,86131,816,175,55,8,7286,745,1317,148736,107523,986,97,17,217,0,0,31,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,19801568,729762,7897376,181335,8379265,16457976,11,1961,Not available,Not available,Not available,Not available,Not available,7220,5066,19536,2370,11524,611,16737,128390,1233965,338152,0,471974,1296,489,905,542,0,779,14556179,1901797,2613830,6999005,2552539,12373,538361,207942,119381,3568409
MC CURTAIN,40089,0,1636,28761,160,1629,0,0,6,90,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,10290,14209,83,74,679,363,1204,2304,774,0,0,61262,61111,1009658,4473,0,Not published for this unit,Not published for this unit,254,2383,1208,23532,151,101,4473,5542,499,37127,154,62438,19963,Not published for this unit,Not published for this unit,4511,4368,143,3534,14,963,1,48,232,2447,1067,572,78,56,8,2,1214080,313018,160877,142632,9509,152141,2090,156996,77338,1732,358,486,5,30571,180,2416,125451,83359,1905,286,9,213,0,3,477,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,17989518,840718,8595353,243220,5424811,14263384,88,4186,Not available,Not available,Not available,Not available,Not available,6745,7013,30773,4591,12298,533,33070,134444,1140750,440456,50,484099,964,662,2606,674,30,1964,10692103,3571281,2885416,6120209,1390014,65589,233370,530528,100269,3800439
MC INTOSH,40091,0,36123,1035833,4583,50934,228,5290,57,1046,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,12207,16037,0,1,611,1650,5008,1371,222,0,0,57126,56978,1162125,3447,271,Not published for this unit,Not published for this unit,68,489,109,2879,148,283,3176,5179,231,17436,37,76834,27936,Not published for this unit,Not published for this unit,3449,3331,118,2473,9,967,2,38,69,1133,1212,763,135,77,14,6,453120,303754,223944,53439,26371,79810,1119,112127,78547,823,296,376,7,1673,1100,2323,189954,144297,1803,347,19,154,0,0,590,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,19086390,842819,5531840,149600,9786734,15468174,30,4856,Not available,Not available,Not available,Not available,Not available,7768,6255,19535,2294,11869,101,22452,135459,1230115,344727,0,521729,142,431,778,492,0,937,12948199,2519975,2775397,8559810,2526120,8919,259953,280187,206977,5277654
MAJOR,40093,1,6909,182027,124799,1351799,1519,36332,6783,42768,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,29430,37617,25,45,5927,2019,3444,917,167,340,1012,23506,19559,236179,32205,19606,Not published for this unit,Not published for this unit,59,242,27,429,3947,3779,12599,16488,204,12019,61,61,11,Not published for this unit,Not published for this unit,2029,1969,60,1797,224,8,2,7,8,31,143,914,273,514,101,36,599680,531300,246812,86700,197788,284488,1356,377051,169862,974,382,5,11,10470,1966,662,143779,74984,417,17,100,89,2,37,1,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22502659,1533989,12348625,210300,5607210,18166135,17,3458,Not available,Not available,Not available,Not available,Not available,13022,2627,30130,4104,14888,2122,10516,160758,2337552,170803,25,567711,14043,176,176,133,0,214,15582755,2583380,2802535,4689152,3703529,8343,608850,114134,106488,147808
MARSHALL,40095,0,23473,849160,5570,81931,550,14873,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,8738,9997,2,5,223,2158,2791,1211,174,0,0,27111,27082,750893,2253,108,Not published for this unit,Not published for this unit,3,75,191,3772,29,40,2145,2653,109,8353,37,44080,13978,Not published for this unit,Not published for this unit,1735,1693,42,1643,11,81,0,14,31,402,544,496,138,89,17,4,268160,189895,123100,46668,20127,66795,564,75311,44287,460,104,50,5,1698,858,1166,112886,77955,967,133,3,44,0,19,31,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,12189134,417460,4009025,91300,6224520,10324845,11,1335,Not available,Not available,Not available,Not available,Not available,3197,4088,11057,1550,6374,480,10906,73927,589539,208897,0,299941,1407,211,999,374,2,480,9160541,1164304,1446829,4880950,1888314,8976,161544,116069,57873,2648174
MAYES,40097,0,49244,1446798,42030,542272,339,7544,75,776,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,30216,40193,89,23,572,3834,22686,578,335,422,1633,26217,25983,524264,2750,1564,Not published for this unit,Not published for this unit,14,65,66,1836,234,332,1186,2233,468,32912,35,7607,3365,Not published for this unit,Not published for this unit,2223,2166,57,1765,45,413,1,35,80,466,635,512,242,213,34,5,432640,282725,196018,46484,40223,86707,1276,186886,126814,912,364,310,9,2485,1504,938,93354,67700,687,41,38,101,0,71,103,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,17351724,664387,9364079,167325,4647340,14178744,34,3824,Not available,Not available,Not available,Not available,Not available,8860,3636,26222,3205,9263,317,22514,132682,1432198,227226,80,467817,737,724,1810,561,0,1188,12505869,1672875,2508593,4665783,3053258,5693,656610,199455,104409,646358
MURRAY,40099,0,9097,327000,6027,95428,167,5465,27,458,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,9763,15307,0,8,2263,765,1332,273,40,0,0,16524,16464,440822,5222,200,Not published for this unit,Not published for this unit,0,0,81,1368,60,73,5022,9160,145,12876,51,34059,13997,Not published for this unit,Not published for this unit,1189,1162,27,1143,3,43,0,6,24,224,425,322,109,45,19,15,271360,198956,82993,23884,92079,115963,488,79404,37064,406,82,30,6,50065,445,695,69487,45484,531,107,4,53,0,0,13,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,9674580,344615,3464408,482250,4127373,8074031,10,2324,Not available,Not available,Not available,Not available,Not available,3189,2455,11254,1384,5172,231,6031,54652,575911,187052,0,230134,670,433,795,454,0,519,7163449,910582,1255934,4215438,1074407,3146,246559,172907,65884,2652535
MUSKOGEE,40101,0,61872,1892507,14534,207156,217,4039,60,403,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,30515,38206,13,30,2871,318,20555,1086,609,46,155,48946,48729,1126025,5247,511,Not published for this unit,Not published for this unit,72,602,44,782,217,324,4736,9362,2017,194181,284,62656,23020,Not published for this unit,Not published for this unit,3531,3397,134,2391,65,1075,4,38,131,1036,1141,768,223,153,30,7,520960,347884,260461,42078,45345,87423,1408,161844,113378,1020,388,454,18,5158,3036,2105,180882,144047,1529,276,83,215,2,0,618,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,26309066,1008497,9959415,357380,11508974,21825769,84,13251,Not available,Not available,Not available,Not available,Not available,9862,6457,29552,3684,13459,447,26286,157031,1842195,390852,0,597947,2266,1288,2750,1470,0,2103,18782901,3042868,3474800,9286534,3491933,8145,495540,730395,208936,4351585
NOBLE,40103,0,43877,1065984,135429,2012195,600,13491,186,1658,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,32250,36031,5,18,10037,1217,14563,567,55,269,890,7805,7421,131024,11239,6104,Not published for this unit,Not published for this unit,9,23,3,57,384,348,5135,6806,261,18144,27,1351,437,Not published for this unit,Not published for this unit,1780,1733,47,1469,238,73,3,18,3,40,149,763,276,465,51,12,459760,417074,264850,19666,132558,152224,999,240687,148303,632,367,55,16,11053,2988,765,165334,113559,371,22,211,127,0,34,18,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,23236376,1382850,10873383,407200,8223575,19504158,12,1273,Not available,Not available,Not available,Not available,Not available,10417,2540,25666,3155,8575,1837,8629,143483,1641134,157338,256,533147,7834,304,380,271,3,211,17146323,2357835,2349368,6336427,5393678,1619,681881,111969,64246,83034
NOWATA,40105,0,31634,558640,41040,444319,471,7550,182,1350,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,26282,33500,0,51,1776,284,22745,564,163,38,140,11211,11176,198215,1861,1260,Not published for this unit,Not published for this unit,0,0,1,30,35,31,601,1239,169,11364,93,3,2,Not published for this unit,Not published for this unit,1102,1082,20,880,24,198,0,11,18,91,259,305,172,179,52,15,375040,230097,139960,19028,71109,90137,664,155779,90540,406,258,145,9,4115,2325,429,70203,47095,327,10,13,75,0,4,51,Combined with 'all other',Combined with 'all other',Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,12892877,712422,6614262,246100,3488775,10349137,20,3473,Not available,Not available,Not available,Not available,Not available,7313,1539,19755,2338,5320,537,9463,77751,703429,141325,20,321605,1112,1126,1246,665,85,840,8857493,1491644,1831318,2408719,1693037,269,577477,92485,42021,3430
